,eng,mani
1408,but if they incline towards peace then incline towards it and put your trust in god he is the hearer the knower,ꯑꯗꯨꯕꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯁꯥꯟꯇꯤꯒꯤ ꯃꯥꯌꯀꯩꯗꯥ ꯂꯦꯞꯂꯕꯗꯤ ꯃꯗꯨꯒꯤ ꯃꯥꯌꯀꯩꯗꯥ ꯂꯥꯀꯎ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯗꯥ ꯅꯍꯥꯛꯀꯤ ꯊꯥꯖꯕꯥ ꯊꯝꯃꯨ ꯃꯍꯥꯛ ꯑꯁꯤ ꯇꯥꯕꯤꯕꯥ ꯃꯤꯁꯛ ꯑꯗꯨꯅꯤ꯫
1409,if they intend to deceive yougod is sufficient for you it is he who supported you with his aid and with the believers,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯂꯃꯖꯤꯡꯕꯤꯅꯕꯥ ꯋꯥꯁꯀꯄꯤꯔꯕꯗꯤꯏꯄꯨꯔꯣꯌꯅꯥ ꯅꯍꯥꯛꯀꯤꯗꯃꯛ ꯃꯇꯤꯛ ꯆꯥꯕꯅꯤ ꯃꯍꯥꯛꯀꯤ ꯃꯇꯦꯡꯅꯥ ꯑꯃꯁꯨꯡ ꯊꯥꯖꯕꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯃꯇꯦꯡ ꯄꯥꯡꯕꯤꯈꯤꯕꯥ ꯃꯍꯥꯛ ꯑꯗꯨꯅꯤ꯫
1410,it is not for a prophet to take prisoners before he has subdued the land you desire the materials of this world but god desires the hereafter god is strong and wise,ꯅꯕꯤ ꯑꯃꯅꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯥꯂꯦꯝ ꯑꯁꯤꯒꯤ ꯃꯆꯥꯀꯁꯤꯡ ꯄꯥꯝꯂꯤꯕꯥ ꯂꯝ ꯑꯗꯨꯕꯨ ꯂꯧꯁꯤꯅꯗ꯭ꯔꯤꯉꯩ ꯃꯃꯥꯡꯗꯥ ꯖꯦꯂꯗꯥ ꯂꯩꯕꯥ ꯑꯁꯤ ꯅꯠꯇꯦ ꯑꯗꯨꯕꯨ ꯏꯁ꯭ꯕꯔꯅꯥ ꯑꯍꯤꯡꯕꯥ ꯑꯗꯨ ꯄꯥꯝꯃꯤ ꯏꯁ꯭ꯕꯔ ꯑꯁꯤ ꯃꯄꯥꯉ꯭ꯒꯜ ꯀꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯂꯧꯁꯤꯡ ꯂꯩ꯫
1411,were it not for a predetermined decree from god an awful punishment would have afflicted you for what you have taken,ꯏꯄꯨꯔꯣꯌꯗꯒꯤ ꯂꯥꯄꯊꯣꯛꯂꯕꯥ ꯋꯥꯔꯦꯞ ꯑꯃꯥ ꯑꯣꯏꯔꯃꯗ꯭ꯔꯕꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯂꯧꯈꯤꯕꯥ ꯊꯕꯛ ꯑꯗꯨꯒꯤꯗꯃꯛ ꯑꯀꯤꯕꯥ ꯄꯣꯀꯍꯅꯕꯥ ꯆꯩꯔꯥꯛ ꯑꯃꯥ ꯅꯍꯥꯀꯄꯨ ꯁꯣꯀꯍꯅꯒꯅꯤ꯫
1412,so consume what you have gained legitimate and wholesome and remain conscious of god god is forgiving and merciful,ꯑꯗꯨꯅꯥ ꯅꯍꯥꯛꯅꯥ ꯐꯪꯈꯤꯕꯥ ꯑꯗꯨ ꯂꯦꯖꯤꯁ꯭ꯂꯦꯇꯤꯕ ꯑꯃꯁꯨꯡ ꯍꯀꯆꯥꯡ ꯐꯕꯥ ꯑꯗꯨ ꯁꯤꯖꯤꯟꯅꯧ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯊꯧꯖꯥꯜ ꯍꯩꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯃꯔꯃꯗꯥ ꯈꯉꯗꯨꯅꯥ ꯂꯩꯌꯨ꯫
1413,o prophet say to those you hold prisoners if god finds any good in your hearts he will give you better than what was taken from you and he will forgive you god is forgiving and merciful,ꯍꯦ ꯅꯕꯤ ꯅꯈꯣꯌꯅꯥ ꯖꯦꯂꯗꯥ ꯂꯩꯔꯤꯕꯥ ꯃꯤꯁꯤꯡꯗꯥ ꯍꯥꯌꯌꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯅꯈꯣꯌꯒꯤ ꯊꯝꯃꯣꯌꯗꯥ ꯑꯐꯕꯥ ꯑꯃꯥ ꯐꯪꯂꯕꯗꯤ ꯅꯈꯣꯌꯗꯒꯤ ꯂꯧꯈꯤꯕꯥ ꯑꯗꯨꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯐꯕꯥ ꯄꯤꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯅꯈꯣꯌꯕꯨ ꯌꯥꯕꯤꯒꯅꯤ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯊꯧꯖꯥꯜ ꯄꯤꯕꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ ꯃꯤꯁꯛ ꯑꯃꯅꯤ꯫
1414,but if they intend to betray you they have already betrayed god and he has overpowered them god is knowing and wise,ꯑꯗꯨꯕꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯊꯥꯗꯣꯛꯅꯕꯥ ꯋꯥꯈꯜ ꯂꯥꯛꯂꯕꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯟꯅꯅꯥ ꯏꯄꯨꯔꯣꯌꯕꯨ ꯊꯥꯗꯣꯀꯄꯤꯔꯦ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯃꯥꯏꯊꯤꯕꯥ ꯄꯤꯕꯤꯔꯦ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯈꯉꯕꯥ ꯑꯃꯁꯨꯡ ꯂꯧꯁꯤꯡ ꯂꯩꯕꯥ ꯃꯤꯁꯛ ꯑꯃꯅꯤ꯫
1415,those who believed and emigrated and struggled in gods cause with their possessions and their persons and those who provided shelter and supportthese are allies of one another as for those who believed but did not emigrate you owe them no protection until they have emigrated but if they ask you for help in religion you must come to their aid except against a people with whom you have a treaty god is seeing of what you do,"ꯊꯥꯖꯈꯤꯕꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯏꯃꯤꯒ꯭ꯔꯦꯁꯟ ꯇꯧꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯄꯣꯠꯂꯃꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯊꯧꯔꯃꯗꯥ ꯂꯥꯟꯊꯦꯡꯅꯈꯤꯕꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯁꯦꯜ-ꯊꯨꯝ ꯑꯃꯁꯨꯡ ꯃꯇꯦꯡ ꯄꯥꯡꯕꯤꯈꯤꯕꯁꯤꯡ ꯑꯁꯤ ꯑꯃꯒꯥ ꯑꯃꯒꯥ ꯃꯔꯨꯞ ꯑꯣꯏꯔꯤ ꯊꯥꯖꯈꯤꯕꯁꯤꯡ ꯑꯗꯨꯕꯨ ꯏꯃꯤꯒ꯭ꯔꯦꯁꯟ ꯇꯧꯈꯤꯗꯕꯁꯤꯡꯒꯤ ꯑꯣꯏꯅꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯏꯃꯤꯒ꯭ꯔꯦꯁꯟ ꯇꯧꯗ꯭ꯔꯤꯉꯩꯗꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯗꯥ ꯉꯥꯀꯊꯣꯀꯄꯥ ꯑꯃꯠꯇꯥ ꯔ꯭ꯏꯟ ꯂꯩꯇꯦ ꯑꯗꯨꯕꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯔꯛꯂꯕꯗꯤ꯫ ꯅꯍꯥꯛꯅꯥ ꯙꯔꯝꯃꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯅꯕꯒꯤꯗꯃꯛ ꯅꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯇꯦꯡ ꯄꯥꯡꯅꯕꯥ ꯂꯥꯀꯄꯥ ꯇꯥꯏ, ꯅꯍꯥꯛꯅꯥ ꯌꯥꯅꯈꯤꯕꯥ ꯃꯤꯌꯥꯝ ꯑꯃꯒꯤ ꯃꯥꯌꯣꯛꯇꯥ ꯅꯠꯇꯅꯥ ꯅꯍꯥꯛꯅꯥ ꯇꯧꯔꯤꯕꯥ ꯊꯕꯛ ꯑꯗꯨ ꯏꯁ꯭ꯕꯔꯅꯥ ꯎꯔꯤ꯫"
1416,as for those who disbelieve they are allies of one another unless you do this there will be turmoil in the land and much corruption,ꯊꯥꯖꯗꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯍꯥꯌꯔꯒꯗꯤ ꯃꯈꯣꯌ ꯑꯃꯒꯥ ꯑꯃꯒꯥ ꯃꯔꯨꯞ ꯑꯣꯏꯔꯤꯕꯅꯤ ꯅꯈꯣꯌꯅꯥ ꯃꯁꯤ ꯇꯧꯗ꯭ꯔꯕꯗꯤ ꯂꯃꯗꯝ ꯑꯁꯤꯗꯥ ꯇꯪꯗꯨ ꯂꯩꯇꯥꯕꯥ ꯑꯃꯁꯨꯡ ꯁꯦꯟꯖꯥ-ꯊꯨꯃꯖꯥ ꯀꯌꯥ ꯊꯣꯛꯀꯅꯤ꯫
1417,those who believed and emigrated and struggled for gods cause and those who gave shelter and supportthese are the true believers they will have forgiveness and a bountiful provision,ꯊꯥꯖꯕꯥ ꯊꯃꯈꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯏꯃꯤꯒ꯭ꯔꯦꯁꯟ ꯇꯧꯈꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯏꯁ꯭ꯕꯔꯒꯤ ꯊꯧꯖꯥꯂꯒꯤꯗꯃꯛ ꯂꯥꯟꯊꯦꯡꯅꯈꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯁꯦꯜ ꯊꯨꯃꯒꯤ ꯐꯤꯚꯝ ꯑꯃꯁꯨꯡ ꯃꯇꯦꯡ ꯄꯥꯡꯈꯤꯕꯥ ꯃꯈꯣꯌꯁꯤꯡ ꯑꯗꯨꯗꯤ ꯑꯆꯨꯝꯕꯥ ꯊꯥꯖꯕꯁꯤꯡꯅꯤ ꯃꯈꯣꯌꯗꯥ ꯄꯥꯞ ꯀꯣꯀꯄꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯌꯥꯝꯅꯥ ꯆꯥꯎꯕꯥ ꯊꯧꯔꯥꯡ ꯑꯃꯥ ꯐꯪꯒꯅꯤ꯫
1418,as for those who believed afterwards and emigrated and struggled with youthese belong with you but family members are nearer to one another in the book of god god is cognizant of everything,ꯃꯇꯨꯡꯗꯥ ꯊꯥꯖꯈꯤꯕꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯏꯃꯤꯒ꯭ꯔꯦꯁꯟ ꯇꯧꯈꯤ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯁꯤꯡꯒꯥ ꯂꯥꯟꯊꯦꯡꯅꯈꯤꯕꯁꯤꯡ ꯑꯗꯨꯗꯤ ꯅꯈꯣꯌꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯂꯩꯔꯤ ꯑꯗꯨꯕꯨ ꯏꯃꯨꯡ ꯃꯅꯨꯡꯒꯤ ꯃꯤꯑꯣꯏꯁꯤꯡꯗꯤ ꯏꯁ꯭ꯕꯔꯒꯤ ꯂꯥꯏꯔꯤꯛ ꯑꯁꯤꯗꯥ ꯑꯃꯒꯥ ꯑꯃꯒꯥ ꯍꯦꯟꯅꯥ ꯅꯛꯅꯩ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯄꯨꯝꯅꯃꯀꯄꯨ ꯈꯉꯏ꯫
1419,a declaration of immunity from god and his messenger to the polytheists with whom you had made a treaty,ꯅꯈꯣꯌꯅꯥ ꯌꯥꯅꯆꯦ ꯑꯃꯥ ꯁꯦꯃꯈꯤꯕꯥ ꯃꯨꯁ꯭ꯔꯤꯃꯁꯤꯡꯗꯥ ꯏꯁ꯭ꯕꯔ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯔꯁꯨꯂꯗꯒꯤ ꯏꯝꯌꯨꯅꯤꯇꯤꯒꯤ ꯂꯥꯎꯊꯣꯀꯄꯥ ꯑꯃꯥ꯫
1420,and a proclamation from god and his messenger to the people on the day of the greater pilgrimage that god has disowned the polytheists and so did his messenger if you repent it will be better for you but if you turn away know that you cannot escape god and announce to those who disbelieve a painful punishment,ꯑꯃꯁꯨꯡ ꯑꯆꯧꯕꯥ ꯇꯤꯔꯊ ꯅꯨꯃꯤꯠꯇꯥ ꯏꯁ꯭ꯕꯔ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯔꯁꯨꯂꯗꯒꯤ ꯃꯤꯌꯥꯃꯗꯥ ꯂꯥꯑꯣꯊꯣꯀꯈꯤꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯅꯥ ꯏꯁ꯭ꯕꯔꯅꯥ ꯃꯨꯁ꯭ꯔꯤꯀꯁꯤꯡꯕꯨ ꯊꯥꯗꯣꯛꯂꯝꯂꯕꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯔꯁꯨꯂꯅꯥꯁꯨ ꯑꯗꯨꯃꯛ ꯇꯧꯈꯤꯕꯅꯤ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯅꯥ ꯇꯄꯊꯔꯕꯗꯤ ꯅꯍꯥꯛꯀꯤꯗꯃꯛ ꯍꯦꯟꯅꯥ ꯐꯒꯅꯤ ꯑꯗꯨꯕꯨ ꯅꯍꯥꯛꯅꯥ ꯂꯥꯄꯊꯣꯛꯂꯕꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯏꯁ꯭ꯕꯔꯗꯒꯤ ꯂꯥꯄꯊꯣꯀꯄꯥ ꯉꯃꯂꯣꯏ ꯍꯥꯌꯕꯥ ꯈꯉꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ... ꯊꯥꯖꯗꯕꯁꯤꯡꯗꯥ ꯑꯋꯥꯕꯥ ꯆꯩꯔꯥꯛ ꯑꯃꯥ ꯂꯥꯎꯊꯣꯛꯀꯅꯤ꯫
1421,when the sacred months have passed kill the polytheists wherever you find them and capture them and besiege them and lie in wait for them at every ambush but if they repent and perform the prayers and pay the alms then let them go their way god is most forgiving most merciful,ꯁꯦꯡꯂꯕꯥ ꯊꯥꯁꯤꯡ ꯂꯣꯏꯔꯕꯥ ꯃꯇꯨꯡꯗꯥ ꯅꯍꯥꯛꯅꯥ ꯐꯪꯂꯤꯕꯥ ꯃꯐꯝ ꯈꯨꯗꯤꯡꯗꯥ ꯃꯨꯁ꯭ꯔꯤꯀꯁꯤꯡꯕꯨ ꯍꯥꯠꯂꯨ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯕꯨ ꯂꯧꯁꯤꯜꯂꯨ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯕꯨ ꯂꯥꯟꯗꯥꯗꯨꯅꯥ ꯂꯥꯟꯗꯥꯕꯥ ꯈꯨꯗꯤꯡꯗꯥ ꯃꯈꯣꯌꯕꯨ ꯉꯥꯏꯗꯨꯅꯥ ꯂꯩꯌꯨ ꯑꯗꯨꯕꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯇꯄꯁ꯭ꯌꯥ ꯇꯧꯔꯕꯗꯤ ꯑꯃꯁꯨꯡ ꯄ꯭ꯔꯥꯔꯊꯅꯥ ꯇꯧꯔꯕꯗꯤ ꯑꯃꯁꯨꯡ ꯗꯥꯟ ꯇꯧꯔꯕꯗꯤ ꯃꯈꯣꯌꯕꯨ ꯃꯈꯣꯌꯒꯤ ꯂꯝꯕꯤꯗꯥ ꯆꯠꯍꯅꯕꯤꯌꯨ ꯏꯁ꯭ꯕꯔ ꯑꯁꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯊꯧꯖꯥꯜ ꯍꯩꯕꯥ ꯃꯤꯁꯛ ꯑꯃꯅꯤ꯫ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ꯫
1422,and if anyone of the polytheists asks you for protection give him protection so that he may hear the word of god then escort him to his place of safety that is because they are a people who do not know,ꯑꯃꯁꯨꯡ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯨꯁ꯭ꯔꯤꯀꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯒꯤ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯉꯥꯀꯄꯤꯅꯕꯥ ꯍꯥꯌꯔꯕꯗꯤ ꯃꯍꯥꯀꯄꯨ ꯉꯥꯀꯄꯤꯌꯨ ꯃꯗꯨꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯋꯥꯍꯩ ꯇꯥꯕꯥ ꯐꯪꯒꯅꯤ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯍꯥꯀꯄꯨ ꯃꯍꯥꯛꯀꯤ ꯉꯥꯀꯄꯤꯕꯥ ꯃꯐꯝ ꯑꯗꯨꯗꯥ ꯄꯨꯔꯀꯎ ꯃꯗꯨꯗꯤ ꯃꯈꯣꯌ ꯈꯉꯗꯕꯥ ꯃꯤꯁꯤꯡꯅꯤ꯫
1423,how can there be a treaty with the polytheists on the part of god and his messenger except for those with whom you made a treaty at the sacred mosque as long as they are upright with you be upright with them god loves the pious,ꯅꯍꯥꯛꯅꯥ ꯁꯦꯡꯂꯕꯥ ꯃꯁꯖꯤꯗꯇꯥ ꯌꯥꯅꯆꯦ ꯑꯃꯥ ꯁꯦꯃꯈꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ ꯅꯠꯇꯅꯥ ꯏꯁ꯭ꯕꯔ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯔꯁꯨꯂꯒꯤ ꯃꯥꯌꯀꯩꯗꯒꯤ ꯀꯔꯝꯅꯥ ꯌꯥꯅꯆꯦ ꯑꯃꯥ ꯂꯩꯒꯅꯤ ꯃꯈꯣꯌꯅꯥ ꯅꯍꯥꯛꯀꯥ ꯂꯣꯌꯅꯅꯥ ꯆꯨꯝꯅꯥ ꯂꯩꯃꯤꯟꯅꯔꯤꯕꯃꯈꯩ ꯃꯈꯣꯌꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯆꯨꯝꯅꯥ ꯂꯩꯕꯤꯌꯨ ꯏꯁ꯭ꯕꯔꯅꯥ ꯄꯨꯀꯆꯦꯜ ꯁꯦꯡꯕꯁꯤꯡꯕꯨ ꯅꯨꯡꯁꯤꯖꯩ꯫
1424,say if your parents and your children and your siblings and your spouses and your relatives and the wealth you have acquired and a business you worry about and homes you love are more dear to you than god and his messenger and the struggle in his cause then wait until god executes his judgment god does not guide the sinful people,ꯍꯥꯌꯌꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯀꯤ ꯃꯃꯥ-ꯃꯄꯥ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯀꯤ ꯃꯆꯥꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯀꯤ ꯃꯔꯨꯄꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯀꯤ ꯅꯨꯄꯥ ꯅꯠꯠꯔꯒꯥ ꯅꯨꯄꯤ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯀꯤ ꯃꯔꯤ-ꯃꯇꯥꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯅꯥ ꯐꯪꯈꯤꯕꯥ ꯂꯟ-ꯊꯨꯝ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯅꯥ ꯋꯥꯈꯜ ꯋꯥꯕꯥ ꯂꯂꯣꯟ-ꯏꯇꯤꯛ ꯑꯃꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯅꯨꯡꯁꯤꯖꯕꯥ ꯌꯨꯃꯁꯤꯡ ꯑꯗꯨ ꯅꯍꯥꯛꯅꯥ ꯏꯁ꯭ꯕꯔ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯔꯁꯨꯂꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯅꯨꯡꯁꯤꯕꯥ ꯑꯣꯏꯔꯕꯗꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯊꯧꯗꯥꯡꯗꯥ ꯂꯥꯟꯊꯦꯡꯅꯔꯤꯕꯥ ꯑꯗꯨꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯅꯨꯡꯁꯤꯕꯥ ꯑꯣꯏꯔꯕꯗꯤ ꯉꯥꯏꯗꯨꯅꯥ ꯂꯩꯌꯨ꯫ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯋꯥꯌꯦꯜ ꯌꯥꯊꯪ ꯑꯗꯨ ꯄꯥꯡꯊꯣꯛꯠꯔꯤꯐꯥꯑꯣꯕꯥ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯄꯥꯄꯆꯦꯅꯕꯥ ꯃꯤꯁꯤꯡꯕꯨ ꯂꯃꯖꯤꯡꯕꯤꯗꯦ꯫
1425,o you who believe the polytheists are polluted so let them not approach the sacred mosque after this year of theirs and if you fear poverty god will enrich you from his grace if he wills god is aware and wise,ꯑꯣ ꯅꯈꯣꯌ ꯊꯥꯖꯔꯤꯕꯥ ꯃꯤꯁꯔꯤꯀꯁꯤꯡ ꯑꯁꯤ ꯄꯣꯂꯨꯁꯟ ꯇꯧꯔꯦ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯆꯍꯤ ꯑꯁꯤꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯁꯦꯡꯂꯕꯥ ꯃꯁꯖꯤꯗꯇꯥ ꯂꯥꯀꯁꯤꯜꯂꯣꯏꯗꯕꯅꯤ ꯑꯃꯁꯨꯡ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯈꯣꯌꯅꯥ ꯂꯥꯌꯔꯕꯥ ꯀꯤꯔꯕꯗꯤ ꯏꯁ꯭ꯕꯔꯅꯥ ꯅꯈꯣꯌꯕꯨ ꯃꯍꯥꯛꯀꯤ ꯊꯧꯖꯥꯂꯗꯒꯤ ꯁꯦꯜ ꯊꯥꯗꯒꯅꯤ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯍꯥꯛꯅꯥ ꯄꯥꯝꯂꯕꯗꯤ ꯏꯁ꯭ꯕꯔꯅꯥ ꯈꯉꯏ ꯑꯃꯁꯨꯡ ꯂꯧꯁꯤꯡ ꯂꯩ꯫
1426,the jews said ezra is the son of god and the christians said the messiah is the son of god these are their statements out of their mouths they emulate the statements of those who blasphemed before may god assail them how deceived they are,ꯌꯤꯍꯨꯗꯤꯁꯤꯡꯅꯥ ꯍꯥꯌꯈꯤ ꯑꯦꯖꯔꯥ ꯑꯁꯤ ꯏꯁ꯭ꯕꯔꯒꯤ ꯃꯆꯥꯅꯤ ꯑꯃꯁꯨꯡ ꯈ꯭ꯔ꯭ꯏꯁ꯭ꯠꯌꯥꯅꯁꯤꯡꯅꯥ ꯍꯥꯌꯈꯤ ꯃꯁꯤꯍ ꯑꯁꯤ ꯏꯁ꯭ꯕꯔꯒꯤ ꯃꯆꯥꯅꯤ ꯃꯁꯤ ꯃꯈꯣꯌꯒꯤ ꯃꯤꯠꯀꯨꯄꯇꯒꯤ ꯂꯥꯀꯄꯥ ꯋꯥꯐꯃꯁꯤꯡꯅꯤ ꯃꯈꯣꯌꯅꯥ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯕꯥ ꯃꯃꯥꯡꯗꯥ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯔꯝꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤ ꯋꯥꯐꯃꯁꯤꯡ ꯑꯗꯨ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ ꯑꯗꯨ ꯀꯌꯥꯗꯥ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯕꯒꯦ꯫
1427,they have taken their rabbis and their priests as lords instead of god as well as the messiah son of mary although they were commanded to worship none but the one god there is no god except he glory be to him high above what they associate with him,ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯔꯕ꯭ꯕꯤꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯄꯨꯔꯣꯍꯤꯠꯁꯤꯡꯕꯨ ꯏꯄꯨꯔꯣꯌꯒꯤ ꯃꯍꯨꯠꯇꯥ ꯂꯧꯃꯤꯁꯤꯡ ꯑꯣꯏꯅꯥ ꯂꯧꯅꯔꯀꯈꯤꯕꯇꯥ ꯅꯠꯇꯅꯥ ꯃꯦꯔꯤꯒꯤ ꯃꯆꯥꯅꯨꯄꯥ ꯃꯁꯤꯍꯕꯨꯁꯨ ꯂꯧꯁꯤꯅꯖꯔꯕꯁꯨ ꯃꯈꯣꯌꯅꯥ ꯏꯁ꯭ꯕꯔ ꯑꯃꯈꯛꯇꯕꯨ ꯂꯥꯠꯅꯕꯥ ꯌꯥꯊꯪ ꯄꯤꯔꯕꯁꯨ ꯃꯍꯥꯛ ꯅꯠꯇꯅꯥ ꯏꯁ꯭ꯕꯔ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ ꯃꯈꯣꯌꯅꯥ ꯃꯍꯥꯛꯀꯥ ꯁꯝꯅꯔꯤꯕꯥ ꯑꯗꯨꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯁꯛ ꯅꯥꯏꯕꯥ ꯑꯣꯏꯔꯁꯅꯨ꯫
